"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"270","Lunch at the Knuckle Stone today #walking #peakdistrict #derbyshire #hiking #hills #darkpeak #rocks https://t.co/quOeK3nfh1",FALSE,2,NA,2015-12-14 12:52:06,FALSE,NA,"676384165655261186",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",1,FALSE,FALSE,NA,NA
"271","Great to see the #peakdistrict on @BBCCountryfile last night and we are pleased to have the @Wapenmap @ Bakewell VC. https://t.co/cOUNMpWvib",FALSE,5,NA,2015-12-14 12:51:20,FALSE,NA,"676383971249405952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peakinfocentres",7,FALSE,FALSE,NA,NA
"272","We stock the brilliant contour maps at Bakewell visitor centre. https://t.co/tvAimWvCvC",FALSE,1,NA,2015-12-14 12:48:05,FALSE,NA,"676383157399220224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peakinfocentres",1,FALSE,FALSE,NA,NA
"273","RT @peakdistrict: Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https:/…",FALSE,0,NA,2015-12-14 12:46:03,FALSE,NA,"676382641810206720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SleepyPenguin1",14,TRUE,FALSE,NA,NA
"274","RT @peakdistrict: Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https:/…",FALSE,0,NA,2015-12-14 12:45:29,FALSE,NA,"676382502517399552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peakcyclehire",14,TRUE,FALSE,NA,NA
"275","Looking forward to riding this lots over Christmas https://t.co/yXWH0FAwcl",FALSE,1,NA,2015-12-14 12:43:34,FALSE,NA,"676382016888270848",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BruceDaltonCX",1,FALSE,FALSE,NA,NA
"276","RT @peakdistrict: Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https:/…",FALSE,0,NA,2015-12-14 12:41:46,FALSE,NA,"676381566780723200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CrookesPepper",14,TRUE,FALSE,NA,NA
"277","RT @peakdistrict: Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https:/…",FALSE,0,NA,2015-12-14 12:41:20,FALSE,NA,"676381455707201537",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","18bikes",14,TRUE,FALSE,NA,NA
"278","I was amazed the surface lasts but it does! Excellent job:-) https://t.co/Ut2c9KteDs",FALSE,0,NA,2015-12-14 12:39:48,FALSE,NA,"676381069093019649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AuntyCouncils",1,FALSE,FALSE,NA,NA
"279","RT @peakdistrict: Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https:/…",FALSE,0,NA,2015-12-14 12:39:13,FALSE,NA,"676380922971824129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PUGDesign",14,TRUE,FALSE,NA,NA
"280","RT @peakdistrict: Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https:/…",FALSE,0,NA,2015-12-14 12:38:34,FALSE,NA,"676380758836183040",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","no2labour",14,TRUE,FALSE,NA,NA
"281","Two thirds of the High Peak trail resurfacing project has now finished; should all be completed before Christmas! https://t.co/ZIUQeKDcqY",FALSE,5,NA,2015-12-14 12:34:20,FALSE,NA,"676379695252836353",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peakdistrict",14,FALSE,FALSE,NA,NA
"282","RT @PeacockRowsley: A colourful sea trout and crab starter to start the week!
#PeakDistrict https://t.co/cNpmlB0iI0",FALSE,0,NA,2015-12-14 12:22:04,FALSE,NA,"676376606894637057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chefAdamharper",5,TRUE,FALSE,NA,NA
"283","RT @PeacockRowsley: A colourful sea trout and crab starter to start the week!
#PeakDistrict https://t.co/cNpmlB0iI0",FALSE,0,NA,2015-12-14 12:13:56,FALSE,NA,"676374561710034944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TommyDraper",5,TRUE,FALSE,NA,NA
"284","RT @ArtGuideAlex: Beautiful painted ceiling 1895 St Edmund King &amp; Martyr Church #PeakDistrict #AngelTrail https://t.co/FLSAPNF8vS",FALSE,0,NA,2015-12-14 12:11:44,FALSE,NA,"676374005880893440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Verbje",9,TRUE,FALSE,NA,NA
"285","RT @PeacockRowsley: A colourful sea trout and crab starter to start the week!
#PeakDistrict https://t.co/cNpmlB0iI0",FALSE,0,NA,2015-12-14 11:57:30,FALSE,NA,"676370426457649152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","StickyBeakBlog",5,TRUE,FALSE,NA,NA
"286","A colourful sea trout and crab starter to start the week!
#PeakDistrict https://t.co/cNpmlB0iI0",FALSE,6,NA,2015-12-14 11:55:13,FALSE,NA,"676369849879252992",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PeacockRowsley",5,FALSE,FALSE,NA,NA
"287","The #PeakDistrict is for all seasons not just the summer! 
 https://t.co/wPPW2hBNsq",FALSE,1,NA,2015-12-14 11:53:04,FALSE,NA,"676369309157978112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AshbourneVIC",1,FALSE,FALSE,NA,NA
"288","RT @Rosenrot213: Found the pin man #walking #peakdistrict #today #outdoors #derbyshire #hiking #hills #darkpeak @… https://t.co/IT4LwIRS3r",FALSE,0,NA,2015-12-14 11:47:06,FALSE,NA,"676367807869767680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NEIL6518",3,TRUE,FALSE,NA,NA
"289","RT @Rosenrot213: Found the pin man #walking #peakdistrict #today #outdoors #derbyshire #hiking #hills #darkpeak @… https://t.co/IT4LwIRS3r",FALSE,0,NA,2015-12-14 11:46:19,FALSE,NA,"676367610515169280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlintyRich",3,TRUE,FALSE,NA,NA
"290","Found the pin man #walking #peakdistrict #today #outdoors #derbyshire #hiking #hills #darkpeak @… https://t.co/IT4LwIRS3r",FALSE,3,NA,2015-12-14 11:42:24,FALSE,NA,"676366625893814272",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",3,FALSE,FALSE,"-1.66407529","53.36762819"
"291","RT @18bikes: We do #giftcards too! #ambigram #tistheseason #giftideas #mtb #peakdistrict https://t.co/IGbZLVcgkx https://t.co/Nt5GW10fH8",FALSE,0,NA,2015-12-14 11:40:03,FALSE,NA,"676366033654018048",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CYCLE_TRADE",2,TRUE,FALSE,NA,NA
"292","We do #giftcards too! #ambigram #tistheseason #giftideas #mtb #peakdistrict https://t.co/IGbZLVcgkx https://t.co/Nt5GW10fH8",FALSE,2,NA,2015-12-14 11:38:55,FALSE,NA,"676365747745103872",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","18bikes",2,FALSE,FALSE,NA,NA
"293","RT @PeakBreaks: 4 new festive #Castleton images added to https://t.co/RadvWwW9YW
#PeakDistrict https://t.co/z881zK5AGL",FALSE,0,NA,2015-12-14 11:35:36,FALSE,NA,"676364913321885696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","brigadier123",2,TRUE,FALSE,NA,NA
"294","RT @SayingGoodbyeUK: Derbyshire Saying Goodbye Service - A service for all #Babyloss #Miscarriage #Stillbirth #Derby #PeakDistrict https://…",FALSE,0,NA,2015-12-14 11:26:40,FALSE,NA,"676362667297230848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HilaryPengelly",6,TRUE,FALSE,NA,NA
"295","RT @peakdistrict: Did anyone watch @BBCCountryfile yesterday? Lots of great footage of #Stanage &amp; #Bleaklow - watch @BBCiPlayer https://t.c…",FALSE,0,NA,2015-12-14 11:25:39,FALSE,NA,"676362409255243776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","audiotrails",8,TRUE,FALSE,NA,NA
"296","Just signed up to @BusinessPD - hope tourism providers etc will find our free #PeakDistrict app a useful tool https://t.co/gnFYxXVYIG",FALSE,0,NA,2015-12-14 11:19:20,FALSE,NA,"676360819626680320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","audiotrails",1,FALSE,FALSE,NA,NA
"297","4 new festive #Castleton images added to https://t.co/RadvWwW9YW
#PeakDistrict https://t.co/z881zK5AGL",FALSE,1,NA,2015-12-14 11:15:42,FALSE,NA,"676359905637462016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PeakBreaks",2,FALSE,FALSE,NA,NA
"298","Derbyshire Saying Goodbye Service - A service for all #Babyloss #Miscarriage #Stillbirth #Derby #PeakDistrict https://t.co/7mhe7oxinK",FALSE,4,NA,2015-12-14 11:11:40,FALSE,NA,"676358889307271170",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SayingGoodbyeUK",6,FALSE,FALSE,NA,NA
"299","Abandoned millstones #walking #peakdistrict #today #outdoors #derbyshire #hiking #hills #darkpeak https://t.co/TvwY8yjrRi",FALSE,1,NA,2015-12-14 11:11:08,FALSE,NA,"676358756649701376",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",1,FALSE,FALSE,NA,NA
"300","6 Reasons cycling in the #PeakDistrict is amazing. (If hills &amp; bad weather don't appeal, you may not be a masochist) https://t.co/4QSSGuseoA",FALSE,0,NA,2015-12-14 11:08:06,FALSE,NA,"676357994154737665",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","JuicyBike",1,FALSE,FALSE,NA,NA
"301","Millstone nr High Neb #walking #peakdistrict #today #outdoors #derbyshire #hiking #hills… https://t.co/eZfh0yqgY7",FALSE,0,NA,2015-12-14 11:07:26,FALSE,NA,"676357824503398400",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",1,FALSE,FALSE,NA,NA
"302","RT @peakdistrict: Did anyone watch @BBCCountryfile yesterday? Lots of great footage of #Stanage &amp; #Bleaklow - watch @BBCiPlayer https://t.c…",FALSE,0,NA,2015-12-14 11:04:28,FALSE,NA,"676357078999556098",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Underwood1Jenny",8,TRUE,FALSE,NA,NA
"303","RT @littleHAPhounds: #ScrappyDoo does not think much of this weather.
#raining #WhaleyBridge #PeakDistrict… https://t.co/Ci2T4wnFjZ",FALSE,0,NA,2015-12-14 10:53:05,FALSE,NA,"676354215204270081",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Carol1MY",4,TRUE,FALSE,NA,NA
"304","High Neb #walking #peakdistrict #today #outdoors #derbyshire #hiking #hills #darkpeak #misty https://t.co/sDpsG4wh0y",FALSE,1,NA,2015-12-14 10:53:00,FALSE,NA,"676354192735244290",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",1,FALSE,FALSE,NA,NA
"305","RT @Rosenrot213: A misty morning at Robin Hoods cave, Stanage Edge #walking #peakdistrict #derbyshire #hiking… https://t.co/spjmlL4JJC",FALSE,0,NA,2015-12-14 10:48:37,FALSE,NA,"676353091856424960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","promderby2",2,TRUE,FALSE,NA,NA
"306","RT @Rosenrot213: Old gate posts, nr Stanage Bridleway #walking #peakdistrict #today #outdoors #derbyshire #hiking… https://t.co/iNEFrGivf3",FALSE,0,NA,2015-12-14 10:46:42,FALSE,NA,"676352609125605376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","promderby2",2,TRUE,FALSE,NA,NA
"307","RT @Rosenrot213: Old gate posts, nr Stanage Bridleway #walking #peakdistrict #today #outdoors #derbyshire #hiking… https://t.co/iNEFrGivf3",FALSE,0,NA,2015-12-14 10:40:46,FALSE,NA,"676351114405683200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NEIL6518",2,TRUE,FALSE,NA,NA
"308","RT @littleHAPhounds: #ScrappyDoo does not think much of this weather.
#raining #WhaleyBridge #PeakDistrict… https://t.co/Ci2T4wnFjZ",FALSE,0,NA,2015-12-14 10:40:40,FALSE,NA,"676351091617996800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnimalGiftIdeas",4,TRUE,FALSE,NA,NA
"309","RT @peakdistrict: Did anyone watch @BBCCountryfile yesterday? Lots of great footage of #Stanage &amp; #Bleaklow - watch @BBCiPlayer https://t.c…",FALSE,0,NA,2015-12-14 10:36:09,FALSE,NA,"676349953455874048",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","uknationalparks",8,TRUE,FALSE,NA,NA
"310","RT @discoverbuxton: #countryfile #peakdistrict we offer specialist half day walks around #buxton with our geologist.Come and understand the…",FALSE,0,NA,2015-12-14 10:33:02,FALSE,NA,"676349168504479744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","promderby2",2,TRUE,FALSE,NA,NA
"311","RT @peakdistrict: Did anyone watch @BBCCountryfile yesterday? Lots of great footage of #Stanage &amp; #Bleaklow - watch @BBCiPlayer https://t.c…",FALSE,0,NA,2015-12-14 10:30:14,FALSE,NA,"676348466025603072",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LosehillHouse",8,TRUE,FALSE,NA,NA
"312","RT @peakdistrict: Did anyone watch @BBCCountryfile yesterday? Lots of great footage of #Stanage &amp; #Bleaklow - watch @BBCiPlayer https://t.c…",FALSE,0,NA,2015-12-14 10:29:45,FALSE,NA,"676348343950434304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PDNPAPlanning",8,TRUE,FALSE,NA,NA
"313","RT @nfum_bakewell: RT @MarkSweens: Everybody needs a peaceful place #peakdistrict #derbyshire #hiking #buxton #Bakewell https://t.co/DKGXOa…",FALSE,0,NA,2015-12-14 10:29:45,FALSE,NA,"676348342864060416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","promderby2",2,TRUE,FALSE,NA,NA
"314","Did anyone watch @BBCCountryfile yesterday? Lots of great footage of #Stanage &amp; #Bleaklow - watch @BBCiPlayer https://t.co/F7UWRc7BbM",FALSE,13,NA,2015-12-14 10:26:43,FALSE,NA,"676347578766655488",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peakdistrict",8,FALSE,FALSE,NA,NA
"315","The Stanage Pole, well Christmas tree at the moment #walking #peakdistrict #today #outdoors… https://t.co/JxtPeiylSn",FALSE,0,NA,2015-12-14 10:22:32,FALSE,NA,"676346525123936256",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",0,FALSE,FALSE,NA,NA
"316","Old gate posts, nr Stanage Bridleway #walking #peakdistrict #today #outdoors #derbyshire #hiking… https://t.co/iNEFrGivf3",FALSE,0,NA,2015-12-14 10:10:16,FALSE,NA,"676343439517081600",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",2,FALSE,FALSE,NA,NA
"317","RT @peaksflyfishing: Probably the best fish landed by a client last season! #flyfishing #peakdistrict https://t.co/9MpFpewCUz",FALSE,0,NA,2015-12-14 10:06:38,FALSE,NA,"676342523770634240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FishFigure",2,TRUE,FALSE,NA,NA
"318","RT @vpdd: #PeakDistrict break in Winter...? Why not! https://t.co/Jw0dNUoEDk",FALSE,0,NA,2015-12-14 09:59:35,FALSE,NA,"676340750276280320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YHALeominster",7,TRUE,FALSE,NA,NA
"319","RT @Rosenrot213: A misty morning at Robin Hoods cave, Stanage Edge #walking #peakdistrict #derbyshire #hiking… https://t.co/spjmlL4JJC",FALSE,0,NA,2015-12-14 09:53:08,FALSE,NA,"676339126224990208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NEIL6518",2,TRUE,FALSE,NA,NA
"320","A misty morning at Robin Hoods cave, Stanage Edge #walking #peakdistrict #derbyshire #hiking… https://t.co/spjmlL4JJC",FALSE,1,NA,2015-12-14 09:52:00,FALSE,NA,"676338844329902080",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rosenrot213",2,FALSE,FALSE,NA,NA
"321","RT @vpdd: #PeakDistrict break in Winter...? Why not! https://t.co/Jw0dNUoEDk",FALSE,0,NA,2015-12-14 09:49:13,FALSE,NA,"676338144166440960",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PeacockRowsley",7,TRUE,FALSE,NA,NA
"322","RT @RavenseyeChris: A cold, windy beautiful late afternoon on Carl Wark in the #peakdistrict for #WexMondays ... https://t.co/x7d1xDNFM2",FALSE,0,NA,2015-12-14 09:44:15,FALSE,NA,"676336890644140032",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","mgoconnor1",9,TRUE,FALSE,NA,NA
"323","RT @nfum_bakewell: RT @MarkSweens: Everybody needs a peaceful place #peakdistrict #derbyshire #hiking #buxton #Bakewell https://t.co/DKGXOa…",FALSE,0,NA,2015-12-14 09:35:38,FALSE,NA,"676334723900309505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OrganicPortal",2,TRUE,FALSE,NA,NA
"324","RT @vpdd: #PeakDistrict break in Winter...? Why not! https://t.co/Jw0dNUoEDk",FALSE,0,NA,2015-12-14 09:34:49,FALSE,NA,"676334517657956352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hrosie",7,TRUE,FALSE,NA,NA
"325","RT @MarkSweens: Everybody needs a peaceful place #peakdistrict #derbyshire #hiking #buxton #Bakewell https://t.co/DKGXOa7ged",FALSE,0,NA,2015-12-14 09:33:01,FALSE,NA,"676334063884587008",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","nfum_bakewell",2,FALSE,FALSE,NA,NA
"326","RT @RavenseyeChris: A cold, windy beautiful late afternoon on Carl Wark in the #peakdistrict for #WexMondays ... https://t.co/x7d1xDNFM2",FALSE,0,NA,2015-12-14 09:32:45,FALSE,NA,"676333996507287552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fitforwork1",9,TRUE,FALSE,NA,NA
"327","RT @vpdd: #PeakDistrict break in Winter...? Why not! https://t.co/Jw0dNUoEDk",FALSE,0,NA,2015-12-14 09:32:09,FALSE,NA,"676333848200900608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stuart_gma",7,TRUE,FALSE,NA,NA
"328","RT @RavenseyeChris: A cold, windy beautiful late afternoon on Carl Wark in the #peakdistrict for #WexMondays ... https://t.co/x7d1xDNFM2",FALSE,0,NA,2015-12-14 09:31:34,FALSE,NA,"676333701635162112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DefraNature",9,TRUE,FALSE,NA,NA
"329","A cold, windy beautiful late afternoon on Carl Wark in the #peakdistrict for #WexMondays ... https://t.co/x7d1xDNFM2",FALSE,40,NA,2015-12-14 09:28:48,FALSE,NA,"676333004806037504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RavenseyeChris",9,FALSE,FALSE,NA,NA
"330","RT @vpdd: #PeakDistrict break in Winter...? Why not! https://t.co/Jw0dNUoEDk",FALSE,0,NA,2015-12-14 09:27:22,FALSE,NA,"676332642346926080",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Marketer_UK",7,TRUE,FALSE,NA,NA
"331","#PeakDistrict break in Winter...? Why not! https://t.co/Jw0dNUoEDk",FALSE,7,NA,2015-12-14 09:27:07,FALSE,NA,"676332582188015616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vpdd",7,FALSE,FALSE,NA,NA
"332","RT @AccessibleDS: Which ACCESSIBLE venue will you be visiting this christmas? Check out https://t.co/8fnbSAPtx9 @peakdistrict @vpdd https:/…",FALSE,0,NA,2015-12-14 09:19:32,FALSE,NA,"676330672122945536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vpdd",1,TRUE,FALSE,NA,NA
"333","@MENnewsdesk @vpdd Hoping for a #White #Christmas #2015 just like #2014 in the #PeakDistrict #Snow https://t.co/Rps1vpRNRx",FALSE,1,"MENnewsdesk",2015-12-14 09:14:58,FALSE,NA,"676329521319124992","20678866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moores_lucyj",0,FALSE,FALSE,NA,NA
"334","Ready for today's arrivals #ashbourne #peakdistrict #Christmas #glamping @vpdd @ChatsworthHouse @THEhaddonhall https://t.co/x5GY04q4sn",FALSE,5,NA,2015-12-14 09:14:17,FALSE,NA,"676329350371934208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mulinopods",0,FALSE,FALSE,NA,NA
"335","@MENnewsdesk @vpdd Hoping for a #White #Christmas #2015 just like #2014 in the #PeakDistrict #Snow https://t.co/4cXHwhmQ7k",FALSE,0,"MENnewsdesk",2015-12-14 09:13:01,FALSE,NA,"676329032858902528","20678866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moores_lucyj",0,FALSE,FALSE,NA,NA
"336","@MENnewsdesk @vpdd Hoping for a #White #Christmas #2015 just like #2014 in the #PeakDistrict https://t.co/AaGnAEu4t1",FALSE,0,"MENnewsdesk",2015-12-14 09:11:36,FALSE,NA,"676328677639065600","20678866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moores_lucyj",0,FALSE,FALSE,NA,NA
"337","@MENnewsdesk @vpdd Hoping for a #Whtie #Christmas #2015 just like #2014 in the #PeakDistrict #Snow https://t.co/78R4xO4Tid",FALSE,1,"MENnewsdesk",2015-12-14 09:09:58,FALSE,NA,"676328263837458436","20678866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moores_lucyj",0,FALSE,FALSE,NA,NA
"338","@MENnewsdesk @vpdd Hoping for a #White #Christmas #2015 just like #2014 in the #PeakDistrict #Snow #snowuk https://t.co/XcucBwdirB",FALSE,1,"MENnewsdesk",2015-12-14 09:08:41,FALSE,NA,"676327943036141568","20678866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moores_lucyj",0,FALSE,FALSE,NA,NA
"339","@MENnewsdesk @snowUKforecast  Hoping for a #White #Christmas this year #2015 just like #2014 in the #PeakDistrict https://t.co/27Q1tyRnll",FALSE,0,"MENnewsdesk",2015-12-14 09:05:25,FALSE,NA,"676327118826045440","20678866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moores_lucyj",0,FALSE,FALSE,NA,NA
"340","Today's weather at 9:00 in Whaley Bridge. https://t.co/FdLwfk6Z78 #peakdistrict #weather #whaleybridge https://t.co/FDzyYqedM1",FALSE,1,NA,2015-12-14 09:01:13,FALSE,NA,"676326063925014528",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","weatherwhaley",0,FALSE,FALSE,NA,NA
"341","RT @audiotrails: Really fab interpretation panels @StaffsWildlife Brown End Quarry NR #geology #rocks #PeakDistrict #limestone https://t.co…",FALSE,0,NA,2015-12-14 08:31:04,FALSE,NA,"676318476005437442",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","StaffsWildlife",1,TRUE,FALSE,NA,NA
"342","RT @danscapephoto: • evaporate • Ladybower Reservoir. #peakdistrict #peakscollective #lovegreatbritain #lovetheworld #bbctravel #gtaro… htt…",FALSE,0,NA,2015-12-14 08:15:23,FALSE,NA,"676314528338984960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","perquxpmke1",63,TRUE,FALSE,NA,NA
"343","RT @BareFootAleks: Looking forward to the #peakdistrict's winter coat.  Dress for the weather, #GetOutside and enjoy the view :) https://t.…",FALSE,0,NA,2015-12-14 08:01:10,FALSE,NA,"676310951642181632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GaryHouseRuns",1,TRUE,FALSE,NA,NA
"344","#Bakewell #Christmas Tree #Festival #Peakdistrict now up until Christmas https://t.co/BTPV2EhbB9",FALSE,1,NA,2015-12-14 07:58:04,FALSE,NA,"676310170557902848",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SandJMills",0,FALSE,FALSE,NA,NA
"345","Looking forward to the #peakdistrict's winter coat.  Dress for the weather, #GetOutside and enjoy the view :) https://t.co/eutkzhEDes",FALSE,2,NA,2015-12-14 07:44:01,FALSE,NA,"676306635745312768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BareFootAleks",1,FALSE,FALSE,NA,NA
"346","River path in #Dovedale #PeakDistrict #derbyshire #england #stones #rocks #water #river #stream… https://t.co/nWpRSPK6VZ",FALSE,0,NA,2015-12-14 07:36:09,FALSE,NA,"676304652984385536",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ChillTuup",0,FALSE,FALSE,"-1.73263161","53.01856795"
"347","Visit the #PeakDistrict to see sights like this! For a perfect place to stay... https://t.co/Uaip8nCAtI https://t.co/qB2m1jhX8p",FALSE,2,NA,2015-12-14 07:01:49,FALSE,NA,"676296016342220800",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","6littonmill",0,FALSE,FALSE,NA,NA
"348","A tranquil valley, a cave and lots of history - A #walk around Wetton in the #PeakDistrict: https://t.co/0ATC4ZOUj4 #greatoutdoors",FALSE,0,NA,2015-12-14 07:01:38,FALSE,NA,"676295969512779776",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GreenTravelMag",0,FALSE,FALSE,NA,NA
"349","RT @_ShelleyLoves: Can't complain... #devonshirearms #peakdistrict #derbyshire #chatsworthestate #naughtylunch https://t.co/AApKVfxZuc",FALSE,0,NA,2015-12-14 06:54:54,FALSE,NA,"676294275819270144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DevArmsBeeley",2,TRUE,FALSE,NA,NA
